,Symbol,BuyDate,BuyPrice,SellDate,SellPrice,PnL_Percent,Equity
0,BANKBEES.NS,2015-01-05,192.26400756835938,2015-01-07,184.75900268554688,-3.903489258198313,9559.73974609375
1,BANKBEES.NS,2015-01-20,198.41900634765625,2015-02-03,196.177001953125,-1.129934291981567,9402.12353515625
2,BANKBEES.NS,2015-02-28,197.158935546875,2015-03-10,190.76199340820312,-3.244561105449358,9051.467254638672
3,BANKBEES.NS,2015-05-29,187.18600463867188,2015-06-02,180.7570037841797,-3.4345521006777138,8692.875213623047
4,BANKBEES.NS,2015-06-22,183.8300018310547,2015-07-27,184.375,0.29646856525964804,8668.490127563477
5,BANKBEES.NS,2015-08-04,191.23300170898438,2015-08-12,182.01199340820312,-4.821870816426157,8203.54475402832
6,BANKBEES.NS,2015-09-21,176.80499267578125,2015-10-29,174.22500610351562,-1.4592272159399442,8034.865371704102
7,BANKBEES.NS,2015-12-28,170.43299865722656,2016-01-06,165.12399291992188,-3.11501046107985,7735.342102050781
8,BANKBEES.NS,2016-03-01,145.1929931640625,2016-04-05,157.51400756835938,8.485956612503058,8338.355865478516
9,BANKBEES.NS,2016-04-13,163.16200256347656,2016-05-04,163.48899841308594,0.20041176528350127,8305.032653808594
10,BANKBEES.NS,2016-05-09,167.7100067138672,2016-09-02,201.4459991455078,20.115670551011398,9908.096282958984
11,BANKBEES.NS,2016-09-06,206.40899658203125,2016-09-12,200.7969970703125,-2.7188735009854206,9588.720306396484
12,BANKBEES.NS,2016-10-20,198.42799377441406,2016-11-02,194.5469970703125,-1.9558715634215067,9352.43246459961
13,BANKBEES.NS,2016-11-09,198.45799255371094,2016-11-21,187.3179931640625,-5.613278279348459,8778.852493286133
14,BANKBEES.NS,2016-12-30,183.4320068359375,2017-03-22,210.0989990234375,14.537807576488596,9982.201126098633
15,BANKBEES.NS,2017-03-29,216.0780029296875,2017-05-24,227.3209991455078,5.203211832478302,10449.378952026367
16,BANKBEES.NS,2017-05-25,233.69900512695312,2017-06-27,234.7310028076172,0.44159267178028716,10444.786849975586
17,BANKBEES.NS,2017-07-12,240.38299560546875,2017-08-08,249.75900268554688,3.900445227609444,10797.955154418945
18,BANKBEES.NS,2017-09-11,250.35299682617188,2017-09-22,247.83799743652344,-1.0045812998175063,10639.810180664062
19,BANKBEES.NS,2017-10-13,250.4080047607422,2017-10-19,244.1269989013672,-2.508308736126996,10326.007934570312
20,BANKBEES.NS,2017-10-25,253.88499450683594,2017-11-08,255.39999389648438,0.5967266370315736,10336.60791015625
21,BANKBEES.NS,2017-11-17,261.6830139160156,2017-11-30,257.3330078125,-1.6623188637347754,10116.95767211914
22,BANKBEES.NS,2017-12-19,260.5979919433594,2018-02-02,268.2380065917969,2.931724297437429,10357.278228759766
23,BANKBEES.NS,2018-02-26,260.9880065917969,2018-03-01,252.13499450683594,-3.3921145268593333,9962.010757446289
24,BANKBEES.NS,2018-04-05,250.8040008544922,2018-04-25,251.3070068359375,0.20055739929648858,9931.627990722656
25,BANKBEES.NS,2018-04-30,259.8269958496094,2018-05-18,262.3450012207031,0.9691084495897409,9977.312194824219
26,BANKBEES.NS,2018-05-28,269.8349914550781,2018-09-04,279.93701171875,3.743776968730777,10290.984924316406
27,BANKBEES.NS,2018-11-01,258.78900146484375,2018-12-06,266.0830078125,2.8185148156874567,10525.451171875
28,BANKBEES.NS,2018-12-13,273.3330078125,2019-01-25,276.114013671875,1.0174423797665537,10581.12939453125
29,BANKBEES.NS,2019-03-05,279.8399963378906,2019-04-23,300.2669982910156,7.29952909535511,11286.928466796875
30,BANKBEES.NS,2019-05-20,313.8089904785156,2019-06-17,307.7049865722656,-1.945133533918908,11023.288330078125
31,BANKBEES.NS,2019-06-27,319.6189880371094,2019-07-08,312.68701171875,-2.1688249377582465,10737.601135253906
32,BANKBEES.NS,2019-09-20,296.06500244140625,2019-10-04,283.84600830078125,-4.127132231052281,10247.717346191406
33,BANKBEES.NS,2019-10-29,304.447998046875,2019-12-10,317.7359924316406,4.364618742777777,10636.221160888672
34,BANKBEES.NS,2019-12-17,327.6340026855469,2019-12-19,32.95100021362305,-89.94274100260333,1156.3650817871094
35,BANKBEES.NS,2019-12-23,330.7099914550781,2020-01-20,318.0,-3.8432438642557862,1068.235107421875
36,BANKBEES.NS,2020-02-12,321.07000732421875,2020-02-17,313.05999755859375,-2.4947860537893334,994.205078125
37,BANKBEES.NS,2020-04-17,210.32000732421875,2020-04-21,198.22999572753906,-5.748388729390987,895.8450317382812
38,BANKBEES.NS,2020-04-22,199.17999267578125,2020-05-05,195.1199951171875,-2.038356114011151,829.6050415039062
39,BANKBEES.NS,2020-05-28,192.2100067138672,2020-07-09,231.08999633789062,20.22786965607988,935.125
40,BANKBEES.NS,2020-07-10,226.0399932861328,2020-07-14,215.38999938964844,-4.711552916657132,842.5250244140625
41,BANKBEES.NS,2020-07-21,229.32000732421875,2020-07-30,217.38999938964844,-5.2023406390805444,756.7350006103516
42,BANKBEES.NS,2020-08-24,229.30999755859375,2020-09-09,224.24000549316406,-2.2109773317380954,691.5250244140625
43,BANKBEES.NS,2020-10-08,232.8699951171875,2020-11-10,288.1400146484375,23.73428122564111,752.0650634765625
44,BANKBEES.NS,2020-11-11,290.7099914550781,2020-12-21,296.2200012207031,1.8953630516949167,713.0850830078125
45,BANKBEES.NS,2021-01-05,318.7300109863281,2021-01-22,314.0799865722656,-1.4589226786874367,653.7850341796875
46,BANKBEES.NS,2021-02-01,332.9700012207031,2021-02-22,354.5799865722656,6.490069757737338,625.39501953125
47,BANKBEES.NS,2021-04-28,338.3900146484375,2021-06-17,347.2300109863281,2.6123691466117096,584.2350158691406
48,BANKBEES.NS,2021-07-15,361.2900085449219,2021-07-20,347.1300048828125,-3.919290134575852,520.0750122070312
49,BANKBEES.NS,2021-08-04,362.1600036621094,2021-11-11,388.6099853515625,7.303396681575753,496.5249938964844
50,BANKBEES.NS,2022-01-03,366.82000732421875,2022-02-14,372.20001220703125,1.4666606988144217,451.9049987792969
